2016	臺北市	6982	長庚醫療財團法人台北長庚紀念醫院	1101010012	105	台北市松山區敦化北路199號
2016	臺北市	6983	基督復臨安息日會醫療財團法人臺安醫院	1101010012	105	台北市松山區八德路二段424號
2016	臺北市	6984	博仁綜合醫院	1501010010	105	台北市松山區復勢里光復北路66號
2016	臺北市	6985	三軍總醫院松山分院附設民眾診療服務處	501110514	105	台北市松山區健康路131號
2016	臺北市	6986	臺北市立聯合醫院附設松山門診部	2101010013	105	台北市松山區八德路4段694號
2016	臺北市	6987	林忠志診所	3501010736	105	台北市松山區南京東路五段291巷20弄3-3號
2016	臺北市	6988	弘光耳鼻喉科診所	3501014225	105	台北市松山區民生東路四段117號
2016	臺北市	6989	安美診所	3501013031	105	台北市松山區八德路二段400號三樓
2016	臺北市	6990	謝耳鼻喉科診所	3501010227	105	台北市松山區民生東路五段148號二樓
2016	臺北市	6991	馮子強診所	3501011279	105	台北市松山區民權東路三段160巷7號
2016	臺北市	6992	大家好診所	3501013157	105	台北市松山區民生東路四段80巷11弄2號
2016	臺北市	6993	劉內兒科診所	3501010094	105	台北市松山區民生東路五段148號
2016	臺北市	6994	詹前俊小兒科診所	3501010816	105	台北市松山區民生東路五段105號
2016	臺北市	6995	江崇萍小兒科診所	3501011260	105	台北市松山區南京東路五段251巷24弄27號1樓
2016	臺北市	6996	車參薇小兒科診所	3501011493	105	台北市松山區八德路三段195號1樓
2016	臺北市	6997	閎新耳鼻喉科皮膚科聯合診所	3501012838	105	台北市松山區八德路三段20-2號
2016	臺北市	6998	陳炳堅內科診所　	3501010763	105	台北市松山區延壽街327號
2016	臺北市	6999	安德聯合診所	3501011313	105	台北市松山區八德路三段34號四樓
2016	臺北市	7000	吳慶南內兒科診所	3501010932	105	台北市松山區民生東路五段138號
2016	臺北市	7001	江建中診所	3501011037	105	台北市松山區八德路四段285號1樓
2016	臺北市	7002	王躬仁診所	3501011466	105	台北市松山區新中街12-3號1樓
2016	臺北市	7003	安禾聯合診所	3501013040	105	台北市松山區民權東路三段178號3樓
2016	臺北市	7004	鈞賀診所	3501014476	105	台北市松山區民生東路五段89號
2016	臺北市	7005	臺北市立聯合醫院仁愛院區	101090517	106	台北市大安區仁愛路4段10號
2016	臺北市	7006	國泰醫療財團法人國泰綜合醫院	1101020018	106	台北市大安區仁愛路4段280號
2016	臺北市	7007	松德診所	3501029931	106	台北市大安區四維路170巷16號
2016	臺北市	7008	邱醫師診所	3501029351	106	台北市大安區和平東路3段288號
2016	臺北市	7009	夏爾診所	350102A107	106	台北市大安區信義路4段265巷54號
2016	臺北市	7010	中山醫療社團法人中山醫院	901020013	106	台北市大安區仁愛路4段112巷11號
2016	臺北市	7011	延吉診所	3501025648	106	台北市大安區延吉街241巷2弄5號1樓
2016	臺北市	7012	健華診所	3501029922	106	台北市大安區和平東路2段255號/257號4樓
2016	臺北市	7013	葉明憲兒科	3501022727	106	台北市大安區羅斯福路3段191號2樓
2016	臺北市	7014	博安家庭醫學診所	3501028210	106	台北市大安區麗水街3號
2016	臺北市	7015	禾馨新生婦幼診所	350102B364	106	台北市大安區新生南路3段2號
2016	臺北市	7016	許靜瑛小兒科診所	3501028050	106	台北市大安區和平東路1段230號1樓
2016	臺北市	7017	吳坤光婦產科診所	3501021239	106	台北市大安區信義路4段59號
2016	臺北市	7018	林繼國診所	3501021720	106	台北市大安區忠孝東路3段217巷1弄12號
2016	臺北市	7019	書田泌尿科眼科診所	4001020028	106	台北市大安區建國南路2段276號
2016	臺北市	7020	黃文香兒科診所	3501029628	106	台北市大安區忠孝東路4段250號2樓之一
2016	臺北市	7021	那明珠診所	3501028845	106	台北市大安區和平東路3段8號1樓
2016	臺北市	7022	劉建宏診所	3501027491	106	台北市大安區大安路2段139號
2016	臺北市	7023	安東診所	3501028292	106	台北市大安區和平東路2段98之1號
2016	臺北市	7024	仁安診所	3501022496	106	台北市大安區和平東路2段175巷34號
2016	臺北市	7025	臺北市立聯合醫院附設大安門診部	2101020019	106	台北市大安區辛亥路3段15號
2016	臺北市	7026	小禾馨小兒專科診所	350102C576	106	台北市大安區新生南路3段4號
2016	臺北市	7027	啟誠聯合診所	3501022843	106	台北市大安區和平東路2段120號
2016	臺北市	7028	智博診所	350102C389	106	台北市大安區信義路4段265巷11號
2016	臺北市	7029	禾馨新生婦幼診所	350102B364	106	台北市大安區新生南路3段2號
2016	臺北市	7030	沈德昌診所	3501021579	106	台北市大安區四維路189號
2016	臺北市	7031	中心診所醫療財團法人中心綜合醫院	1101020027	106	台北市大安區忠孝東路4段77號
2016	臺北市	7032	秀傳醫院	1501021193	106	台北市大安區光復南路116巷1號
